Gene,pathways
HFA1,"['PATHWAY     sce00061  Fatty acid biosynthesis', 'sce00620  Pyruvate metabolism', 'sce00640  Propanoate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01212  Fatty acid metabolism']"
ERG12,"['PATHWAY     sce00900  Terpenoid backbone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce04146  Peroxisome']"
CEF1,['PATHWAY     sce03040  Spliceosome']
SCJ1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
ERG8,"['PATHWAY     sce00900  Terpenoid backbone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
MRE11,"['PATHWAY     sce03440  Homologous recombination', 'sce03450  Non-homologous end-joining']"
TAF7,['PATHWAY     sce03022  Basal transcription factors']
RPS10B,['PATHWAY     sce03010  Ribosome']
PEP5,['PATHWAY     sce04138  Autophagy - yeast']
RNH1,['PATHWAY     sce03030  DNA replication']
RNA1,['PATHWAY     sce03013  Nucleocytoplasmic transport']
TAF9,['PATHWAY     sce03022  Basal transcription factors']
RNT1,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
CUS1,['PATHWAY     sce03040  Spliceosome']
TPS3,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
CUE1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
URA10,"['PATHWAY     sce00240  Pyrimidine metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
RCE1,"['PATHWAY     sce00900  Terpenoid backbone biosynthesis', 'sce01110  Biosynthesis of secondary metabolites']"
DSK2,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
PRM15,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00030  Pentose phosphate pathway', 'sce00052  Galactose metabolism', 'sce00230  Purine metabolism', 'sce00500  Starch and sucrose metabolism', 'sce00520  Amino sugar and nucleotide sugar metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01250  Biosynthesis of nucleotide sugars']"
GPI12,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
YKU70,['PATHWAY     sce03450  Non-homologous end-joining']
MRPL33,['PATHWAY     sce03010  Ribosome']
HSH155,['PATHWAY     sce03040  Spliceosome']
ABZ2,"['PATHWAY     sce00790  Folate biosynthesis', 'sce01240  Biosynthesis of cofactors']"
HER2,"['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis', 'sce01100  Metabolic pathways']"
LCB1,"['PATHWAY     sce00600  Sphingolipid metabolism', 'sce01100  Metabolic pathways', 'sce04138  Autophagy - yeast']"
ADE4,"['PATHWAY     sce00230  Purine metabolism', 'sce00250  Alanine, aspartate and glutamate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
ATM1,['PATHWAY     sce02010  ABC transporters']
ADH2,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00071  Fatty acid degradation', 'sce00350  Tyrosine metabolism', 'sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
FKS3,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce04011  MAPK signaling pathway - yeast']"
PSE1,['PATHWAY     sce03013  Nucleocytoplasmic transport']
TGL3,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce01100  Metabolic pathways']"
PRE5,['PATHWAY     sce03050  Proteasome']
ADH6,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00040  Pentose and glucuronate interconversions', 'sce00053  Ascorbate and aldarate metabolism', 'sce00561  Glycerolipid metabolism', 'sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
ERR3,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids', 'sce03018  RNA degradation']"
DOM34,['PATHWAY     sce03015  mRNA surveillance pathway']
LST8,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast']"
IDP3,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids', 'sce04146  Peroxisome']"
NCE103,"['PATHWAY     sce00910  Nitrogen metabolism', 'sce01100  Metabolic pathways']"
IDH1,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
GPI15,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
LAP2,"['PATHWAY     sce00590  Arachidonic acid metabolism', 'sce01100  Metabolic pathways']"
ALG11,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways']"
SFB2,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
COX5A,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
MSG5,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
YDJ1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
RPL9B,['PATHWAY     sce03010  Ribosome']
LAT1,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00020  Citrate cycle (TCA cycle)', 'sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
RNH201,['PATHWAY     sce03030  DNA replication']
MSK1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
IMP4,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
APJ1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
SWS2,['PATHWAY     sce03010  Ribosome']
PMS1,['PATHWAY     sce03430  Mismatch repair']
RPS7B,['PATHWAY     sce03010  Ribosome']
RAS2,"['PATHWAY     sce04113  Meiosis - yeast', 'sce04138  Autophagy - yeast', 'sce04213  Longevity regulating pathway - multiple species']"
AVT4,['PATHWAY     sce04138  Autophagy - yeast']
POL1,['PATHWAY     sce03030  DNA replication']
LEU4,"['PATHWAY     sce00290  Valine, leucine and isoleucine biosynthesis', 'sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
INP52,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce04070  Phosphatidylinositol signaling system']"
DBP2,['PATHWAY     sce03040  Spliceosome']
MLS1,"['PATHWAY     sce00620  Pyruvate metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
DCP2,['PATHWAY     sce03018  RNA degradation']
NCS2,['PATHWAY     sce04122  Sulfur relay system']
TEP1,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce04070  Phosphatidylinositol signaling system']"
NRK1,"['PATHWAY     sce00760  Nicotinate and nicotinamide metabolism', 'sce01100  Metabolic pathways']"
CPT1,"['PATHWAY     sce00440  Phosphonate and phosphinate metabolism', 'sce00564  Glycerophospholipid metabolism', 'sce00565  Ether lipid metabolism', 'sce01100  Metabolic pathways']"
KRE33,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
YSF3,['PATHWAY     sce03040  Spliceosome']
THO2,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03040  Spliceosome']"
AAH1,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways']"
MFA2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
LSM7,"['PATHWAY     sce01110  Biosynthesis of secondary metabolites', 'sce03018  RNA degradation', 'sce03040  Spliceosome']"
RPC31,['PATHWAY     sce03020  RNA polymerase']
SKO1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
FMP41,"['PATHWAY     sce00350  Tyrosine metabolism', 'sce01100  Metabolic pathways']"
PSD1,"['PATHWAY     sce00564  Glycerophospholipid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
MRPL19,['PATHWAY     sce03010  Ribosome']
SRP1,['PATHWAY     sce03013  Nucleocytoplasmic transport']
CHS1,"['PATHWAY     sce00520  Amino sugar and nucleotide sugar metabolism', 'sce01100  Metabolic pathways']"
SPS19,['PATHWAY     sce04146  Peroxisome']
RIO2,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
SSB2,"['PATHWAY     sce03040  Spliceosome', 'sce04141  Protein processing in endoplasmic reticulum', 'sce04144  Endocytosis', 'sce04213  Longevity regulating pathway - multiple species']"
ADE12,"['PATHWAY     sce00230  Purine metabolism', 'sce00250  Alanine, aspartate and glutamate metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
ATG4,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast']"
URE2,"['PATHWAY     sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways']"
ZWF1,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
ATG2,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast']"
RPA49,['PATHWAY     sce03020  RNA polymerase']
RAD50,"['PATHWAY     sce03440  Homologous recombination', 'sce03450  Non-homologous end-joining']"
TEX1,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03040  Spliceosome']"
FOL1,"['PATHWAY     sce00790  Folate biosynthesis', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
ORC5,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
POL2,"['PATHWAY     sce03030  DNA replication', 'sce03410  Base excision repair', 'sce03420  Nucleotide excision repair']"
MET2,"['PATHWAY     sce00270  Cysteine and methionine metabolism', 'sce00920  Sulfur metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
CAF120,['PATHWAY     sce03018  RNA degradation']
POP3,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
WSC2,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04139  Mitophagy - yeast']"
CAF40,['PATHWAY     sce03018  RNA degradation']
PCL1,['PATHWAY     sce04111  Cell cycle - yeast']
RFC3,"['PATHWAY     sce03030  DNA replication', 'sce03420  Nucleotide excision repair', 'sce03430  Mismatch repair']"
CLA4,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
TRF5,['PATHWAY     sce03018  RNA degradation']
RPL18B,['PATHWAY     sce03010  Ribosome']
MRPS18,['PATHWAY     sce03010  Ribosome']
RFA2,"['PATHWAY     sce03030  DNA replication', 'sce03420  Nucleotide excision repair', 'sce03430  Mismatch repair', 'sce03440  Homologous recombination']"
PHA2,"['PATHWAY     sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
PFS2,['PATHWAY     sce03015  mRNA surveillance pathway']
HXT14,['PATHWAY     sce04113  Meiosis - yeast']
FIG4,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways']"
PEX6,['PATHWAY     sce04146  Peroxisome']
RPD3,['PATHWAY     sce04213  Longevity regulating pathway - multiple species']
CIT1,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
VPS27,"['PATHWAY     sce04144  Endocytosis', 'sce04145  Phagosome']"
ATG3,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast']"
LRO1,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce01100  Metabolic pathways']"
URK1,"['PATHWAY     sce00240  Pyrimidine metabolism', 'sce01100  Metabolic pathways']"
ACC1,"['PATHWAY     sce00061  Fatty acid biosynthesis', 'sce00620  Pyruvate metabolism', 'sce00640  Propanoate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01212  Fatty acid metabolism']"
ARE2,['PATHWAY     sce00100  Steroid biosynthesis']
MPP6,['PATHWAY     sce03018  RNA degradation']
SEC12,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
BUD17,"['PATHWAY     sce00750  Vitamin B6 metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
ALG12,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways']"
SSK2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
ABZ1,"['PATHWAY     sce00790  Folate biosynthesis', 'sce01240  Biosynthesis of cofactors']"
SOL1,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
MRPS12,['PATHWAY     sce03010  Ribosome']
COQ2,"['PATHWAY     sce00130  Ubiquinone and other terpenoid-quinone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
MVD1,"['PATHWAY     sce00900  Terpenoid backbone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
LYS9,"['PATHWAY     sce00300  Lysine biosynthesis', 'sce00310  Lysine degradation', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
BRE5,['PATHWAY     sce04139  Mitophagy - yeast']
POP2,['PATHWAY     sce03018  RNA degradation']
NOG2,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
BIO4,"['PATHWAY     sce00780  Biotin metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
BIO3,"['PATHWAY     sce00780  Biotin metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
MNT4,"['PATHWAY     sce00513  Various types of N-glycan biosynthesis', 'sce00514  Other types of O-glycan biosynthesis', 'sce01100  Metabolic pathways']"
HXT17,['PATHWAY     sce04113  Meiosis - yeast']
PHO80,['PATHWAY     sce04111  Cell cycle - yeast']
SIN3,['PATHWAY     sce04139  Mitophagy - yeast']
RPB11,['PATHWAY     sce03020  RNA polymerase']
MDM12,['PATHWAY     sce04139  Mitophagy - yeast']
RCL1,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
PLB3,['PATHWAY     sce00564  Glycerophospholipid metabolism']
HRD1,"['PATHWAY     sce04120  Ubiquitin mediated proteolysis', 'sce04141  Protein processing in endoplasmic reticulum']"
TLG2,['PATHWAY     sce04130  SNARE interactions in vesicular transport']
DIS3,['PATHWAY     sce03018  RNA degradation']
MDM38,['PATHWAY     sce04139  Mitophagy - yeast']
SIL1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
MSE1,"['PATHWAY     sce00860  Porphyrin and chlorophyll metabolism', 'sce00970  Aminoacyl-tRNA biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
PRE6,['PATHWAY     sce03050  Proteasome']
RPP2A,['PATHWAY     sce03010  Ribosome']
NTG2,['PATHWAY     sce03410  Base excision repair']
GSH2,"['PATHWAY     sce00270  Cysteine and methionine metabolism', 'sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
SPE2,"['PATHWAY     sce00270  Cysteine and methionine metabolism', 'sce00330  Arginine and proline metabolism', 'sce01100  Metabolic pathways']"
THI20,"['PATHWAY     sce00730  Thiamine metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
GPM3,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00260  Glycine, serine and threonine metabolism', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
PRS5,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce00230  Purine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
APM4,['PATHWAY     sce04144  Endocytosis']
MET22,"['PATHWAY     sce00920  Sulfur metabolism', 'sce01100  Metabolic pathways']"
RIB2,"['PATHWAY     sce00740  Riboflavin metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
HST1,"['PATHWAY     sce00760  Nicotinate and nicotinamide metabolism', 'sce01100  Metabolic pathways', 'sce04213  Longevity regulating pathway - multiple species']"
ATP19,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
MSH2,['PATHWAY     sce03430  Mismatch repair']
RFC4,"['PATHWAY     sce03030  DNA replication', 'sce03420  Nucleotide excision repair', 'sce03430  Mismatch repair']"
WRS1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
PKH2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
WSC3,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04139  Mitophagy - yeast']"
SKM1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
PAP2,['PATHWAY     sce03018  RNA degradation']
RPS19A,['PATHWAY     sce03010  Ribosome']
HRP1,['PATHWAY     sce03015  mRNA surveillance pathway']
MDH2,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00270  Cysteine and methionine metabolism', 'sce00620  Pyruvate metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
HRT1,"['PATHWAY     sce03420  Nucleotide excision repair', 'sce04111  Cell cycle - yeast', 'sce04120  Ubiquitin mediated proteolysis', 'sce04141  Protein processing in endoplasmic reticulum']"
PFK27,"['PATHWAY     sce00051  Fructose and mannose metabolism', 'sce01100  Metabolic pathways']"
ARG8,"['PATHWAY     sce00220  Arginine biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
RRP40,['PATHWAY     sce03018  RNA degradation']
RIB4,"['PATHWAY     sce00740  Riboflavin metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
PEX11,['PATHWAY     sce04146  Peroxisome']
DCP1,['PATHWAY     sce03018  RNA degradation']
HXT11,['PATHWAY     sce04113  Meiosis - yeast']
IMA2,"['PATHWAY     sce00052  Galactose metabolism', 'sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways']"
RRP6,['PATHWAY     sce03018  RNA degradation']
ALG6,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce01100  Metabolic pathways']"
YSP3,['PATHWAY     sce04138  Autophagy - yeast']
DNL4,['PATHWAY     sce03450  Non-homologous end-joining']
SLG1,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04139  Mitophagy - yeast']"
AUS1,['PATHWAY     sce02010  ABC transporters']
RTS1,"['PATHWAY     sce03015  mRNA surveillance pathway', 'sce04113  Meiosis - yeast']"
HST3,"['PATHWAY     sce00760  Nicotinate and nicotinamide metabolism', 'sce01100  Metabolic pathways', 'sce04213  Longevity regulating pathway - multiple species']"
BUB3,['PATHWAY     sce04111  Cell cycle - yeast']
EXO1,['PATHWAY     sce03430  Mismatch repair']
CKB2,"['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes', 'sce04139  Mitophagy - yeast']"
GLO4,"['PATHWAY     sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways']"
DBP5,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03015  mRNA surveillance pathway']"
RAT1,"['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes', 'sce03018  RNA degradation']"
NOB1,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
CKA2,"['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes', 'sce04139  Mitophagy - yeast']"
CYT1,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
ALG8,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce01100  Metabolic pathways']"
VPS5,['PATHWAY     sce04144  Endocytosis']
SGO1,['PATHWAY     sce04113  Meiosis - yeast']
UFE1,"['PATHWAY     sce04130  SNARE interactions in vesicular transport', 'sce04145  Phagosome']"
SKI7,"['PATHWAY     sce03015  mRNA surveillance pathway', 'sce03018  RNA degradation']"
TGL5,"['PATHWAY     sce00100  Steroid biosynthesis', 'sce00561  Glycerolipid metabolism', 'sce00564  Glycerophospholipid metabolism', 'sce00565  Ether lipid metabolism', 'sce00590  Arachidonic acid metabolism', 'sce00592  alpha-Linolenic acid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
WHI5,['PATHWAY     sce04111  Cell cycle - yeast']
OST3,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways', 'sce04141  Protein processing in endoplasmic reticulum']"
VPS21,"['PATHWAY     sce04144  Endocytosis', 'sce04145  Phagosome']"
ARF3,['PATHWAY     sce04144  Endocytosis']
RKI1,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
NUP1,['PATHWAY     sce03013  Nucleocytoplasmic transport']
RAS1,"['PATHWAY     sce04113  Meiosis - yeast', 'sce04138  Autophagy - yeast', 'sce04213  Longevity regulating pathway - multiple species']"
OST2,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways', 'sce04141  Protein processing in endoplasmic reticulum']"
VAM3,"['PATHWAY     sce04130  SNARE interactions in vesicular transport', 'sce04138  Autophagy - yeast']"
LEU9,"['PATHWAY     sce00290  Valine, leucine and isoleucine biosynthesis', 'sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
INP53,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce04070  Phosphatidylinositol signaling system']"
RPO31,['PATHWAY     sce03020  RNA polymerase']
RPT5,['PATHWAY     sce03050  Proteasome']
RIO1,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
GCY1,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce01100  Metabolic pathways']"
CAT5,"['PATHWAY     sce00130  Ubiquinone and other terpenoid-quinone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
RGA1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
ADE2,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
IDH2,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
LSC1,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00640  Propanoate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
THI80,"['PATHWAY     sce00730  Thiamine metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
SMP3,['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis']
MRPL23,['PATHWAY     sce03010  Ribosome']
RPB2,['PATHWAY     sce03020  RNA polymerase']
PDR5,['PATHWAY     sce02010  ABC transporters']
ISN1,"['PATHWAY     sce00230  Purine metabolism', 'sce00760  Nicotinate and nicotinamide metabolism', 'sce01100  Metabolic pathways']"
PUP1,['PATHWAY     sce03050  Proteasome']
RPS28A,['PATHWAY     sce03010  Ribosome']
GLN4,"['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis', 'sce01100  Metabolic pathways']"
LCB4,"['PATHWAY     sce00600  Sphingolipid metabolism', 'sce01100  Metabolic pathways']"
ALE1,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce00564  Glycerophospholipid metabolism', 'sce00565  Ether lipid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
HEM15,"['PATHWAY     sce00860  Porphyrin and chlorophyll metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
SYC1,['PATHWAY     sce03015  mRNA surveillance pathway']
DCI1,['PATHWAY     sce04146  Peroxisome']
LAS17,['PATHWAY     sce04144  Endocytosis']
RPS30B,['PATHWAY     sce03010  Ribosome']
SER1,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce00270  Cysteine and methionine metabolism', 'sce00680  Methane metabolism', 'sce00750  Vitamin B6 metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids', 'sce01240  Biosynthesis of cofactors']"
GSP2,"['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes', 'sce03013  Nucleocytoplasmic transport']"
SPR1,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways']"
TOA1,['PATHWAY     sce03022  Basal transcription factors']
SLK19,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
LIP5,"['PATHWAY     sce00785  Lipoic acid metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
HIS3,"['PATHWAY     sce00340  Histidine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
RET1,['PATHWAY     sce03020  RNA polymerase']
PTP2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
NPT1,"['PATHWAY     sce00760  Nicotinate and nicotinamide metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
